season,specie,sex,age(month),temperature,symptom1,symptom2,symptom3,symptom4,symptom5,symptom6,symptom7,Disease
12,2,6,31,38.65,32,14,36,30,47,43,29,7
4,2,6,55,38.65,18,55,32,54,35,48,25,13
3,8,6,11,39.25,17,45,42,32,31,21,14,1
3,8,6,11,39.25,53,16,40,32,24,31,41,10
3,8,6,118,39.25,17,45,42,32,47,37,29,1
12,2,6,87,38.65,46,55,18,26,24,14,47,15
4,8,6,44,39.25,17,45,42,32,36,29,14,1
12,2,6,6,38.65,54,34,19,49,35,38,21,0
4,2,6,13,38.65,17,45,42,32,28,14,14,1
4,8,6,32,39.25,38,49,34,54,14,41,31,0
4,2,6,95,38.65,39,52,35,37,51,54,28,5
4,8,6,114,39.25,54,34,49,19,14,14,29,0
12,8,9,55,39.25,49,19,34,54,25,14,25,0
4,2,9,83,38.65,34,54,49,19,25,41,14,0
12,2,9,104,38.65,18,55,32,54,31,29,14,13
12,8,6,20,39.25,17,45,42,32,28,37,21,1
4,8,9,72,39.25,18,55,32,54,33,14,29,13
12,8,9,102,39.25,39,52,37,34,37,21,14,5
3,8,9,47,39.25,23,39,32,27,51,14,35,11
3,2,6,20,38.65,34,37,52,39,25,14,44,5
3,8,9,88,39.25,36,19,34,54,41,22,28,0
12,2,9,39,38.65,26,55,46,18,44,28,54,15
3,2,6,53,38.65,43,32,40,16,54,47,14,10
12,2,6,41,38.65,42,32,24,14,14,51,44,1
12,2,6,28,38.65,53,16,40,32,36,36,36,10
3,8,6,64,39.25,26,55,46,18,33,36,14,15
12,2,6,58,38.65,40,16,32,53,47,31,22,10
12,2,6,13,38.65,17,45,42,48,47,14,47,1
4,8,6,114,39.25,32,36,20,30,24,29,14,7
3,8,6,115,39.25,17,42,45,32,33,36,14,1
3,8,6,101,39.25,53,16,40,32,35,25,43,10
3,8,6,10,39.25,32,20,36,30,31,21,14,7
4,8,6,114,39.25,41,14,19,34,14,14,54,0
12,2,6,24,38.65,26,54,46,18,21,44,14,15
12,8,6,71,39.25,37,52,34,39,22,38,41,5
3,2,9,23,38.65,39,23,32,27,14,48,31,11
12,8,6,8,39.25,17,32,45,42,36,21,14,1
4,2,6,74,38.65,23,39,14,27,51,44,14,11
4,2,6,29,38.65,26,55,14,18,14,14,33,15
12,2,9,61,38.65,36,30,14,32,54,54,29,7
4,8,6,88,39.25,23,39,32,27,14,14,14,11
3,8,9,64,39.25,49,14,14,19,44,35,14,0
4,8,9,49,39.25,46,55,18,26,44,51,21,15
12,8,9,103,39.25,26,43,46,18,14,36,25,15
4,2,9,20,38.65,55,18,32,54,41,47,28,13
12,2,9,35,38.65,32,24,54,55,54,36,14,13
3,8,9,36,39.25,23,39,32,27,28,48,28,11
4,2,9,89,38.65,46,18,43,55,33,47,43,15
12,8,6,21,39.25,32,45,21,42,28,36,54,1
3,2,6,27,38.65,32,36,30,20,14,22,24,7
4,2,9,38,38.65,55,32,18,54,21,22,29,13
4,8,6,33,39.25,32,23,27,39,54,14,14,11
4,2,6,40,38.65,26,55,14,18,44,14,48,15
3,8,6,120,39.25,17,42,32,45,44,14,14,1
12,2,9,32,38.65,36,30,20,14,43,14,43,7
3,8,9,67,39.25,26,55,46,18,47,14,14,15
4,8,6,38,39.25,42,17,45,32,50,14,14,1
3,8,6,66,39.25,17,45,42,32,43,50,14,1
4,2,6,125,38.65,17,45,42,32,37,28,38,1
12,8,6,24,39.25,55,18,26,46,22,38,37,15
12,8,9,96,39.25,23,39,14,27,14,50,24,11
4,2,6,69,38.65,27,23,14,32,21,14,54,11
3,2,6,1,38.65,54,19,49,34,38,33,31,0
4,2,9,43,38.65,30,20,36,32,43,21,43,7
12,2,9,105,38.65,39,27,23,32,14,14,44,11
3,8,6,23,39.25,41,23,27,39,14,14,24,11
4,8,6,9,39.25,32,20,36,30,14,14,14,7
3,8,6,99,39.25,32,20,36,30,14,44,50,7
3,8,9,114,39.25,26,55,46,18,25,43,47,15
3,8,6,102,39.25,34,39,37,52,51,54,22,5
12,8,9,18,39.25,39,37,34,52,41,14,35,5
3,2,6,63,38.65,46,55,26,18,44,48,47,15
12,2,9,27,38.65,34,52,37,39,14,14,54,5
12,2,6,102,38.65,27,32,39,23,54,43,54,11
4,8,6,2,39.25,17,45,42,32,47,14,24,1
4,2,6,16,38.65,17,14,42,32,44,24,31,1
12,2,6,104,38.65,20,32,30,36,29,28,35,7
4,2,6,82,38.65,49,19,34,54,41,48,28,0
4,8,6,95,39.25,19,54,49,34,31,36,14,0
12,8,9,53,39.25,26,46,18,55,37,41,48,15
12,8,6,55,39.25,53,16,40,32,44,14,44,10
4,8,9,12,39.25,26,55,46,18,43,25,14,15
4,2,6,115,38.65,17,45,42,32,14,50,41,1
3,2,6,12,38.65,34,52,37,39,25,54,33,5
12,2,6,33,38.65,53,16,40,21,29,43,25,10
4,8,6,53,39.25,17,45,42,32,29,22,47,1
12,2,6,58,38.65,39,32,23,27,14,29,14,11
4,8,9,36,39.25,32,14,36,30,43,43,54,7
4,2,6,63,38.65,17,45,42,32,25,36,29,1
3,2,6,28,38.65,34,49,54,19,14,24,14,0
12,2,6,58,38.65,37,52,39,34,37,14,33,5
4,2,6,68,38.65,54,49,35,19,54,41,54,0
4,2,9,22,38.65,32,54,55,18,44,54,54,13
12,8,6,116,39.25,17,45,42,32,14,50,51,1
4,8,9,114,39.25,52,34,39,37,14,47,54,5
3,8,6,1,39.25,16,32,53,40,51,43,14,10
3,2,6,7,38.65,17,45,42,32,54,33,43,1
3,2,6,28,38.65,32,42,45,17,48,29,50,1
4,8,6,93,39.25,20,36,30,32,28,14,22,7
4,2,9,68,38.65,32,30,20,36,31,25,14,7
4,2,9,56,38.65,32,14,36,30,28,14,35,7
12,8,9,4,39.25,23,47,14,27,14,14,22,11
3,2,6,8,38.65,53,32,40,16,14,14,50,10
4,8,9,23,39.25,26,55,18,46,54,37,25,15
12,8,6,33,39.25,49,19,34,54,31,36,31,0
4,2,9,60,38.65,18,55,32,54,14,14,33,13
3,2,6,51,38.65,23,39,32,27,28,14,51,11
4,8,6,58,39.25,37,34,39,52,41,54,14,5
4,2,6,73,38.65,17,28,42,32,14,24,14,1
12,2,9,67,38.65,34,52,37,39,31,14,51,5
4,2,9,41,38.65,32,55,18,54,29,43,14,13
3,8,9,105,39.25,23,39,32,27,29,25,48,11
12,8,9,18,39.25,18,26,46,55,14,14,14,15
12,2,9,44,38.65,32,54,55,18,43,50,54,13
4,8,6,116,39.25,34,52,37,39,31,48,35,5
12,8,6,6,39.25,26,55,46,18,47,14,51,15
4,8,9,9,39.25,34,14,39,52,41,31,37,5
12,2,6,20,38.65,30,32,36,20,14,14,37,7
12,8,9,88,39.25,20,36,30,32,14,44,25,7
3,2,6,49,38.65,54,49,19,34,14,14,29,0
4,8,9,52,39.25,27,32,39,23,51,54,41,11
4,8,9,114,39.25,34,52,39,37,14,48,35,5
4,8,6,86,39.25,54,34,31,49,50,28,47,0
12,2,6,38,38.65,17,45,42,32,25,44,14,1
4,8,6,45,39.25,20,32,30,14,41,54,22,7
3,8,6,109,39.25,17,45,42,32,35,44,31,1
3,2,6,39,38.65,35,55,14,18,51,25,14,15
3,2,6,98,38.65,32,20,14,30,14,24,47,7
3,8,6,51,39.25,23,27,39,32,43,47,50,11
3,2,9,103,38.65,26,46,18,55,14,25,29,15
12,2,9,70,38.65,18,32,55,54,14,37,14,13
12,8,6,101,39.25,53,32,40,16,35,41,14,10
12,8,6,67,39.25,55,26,46,18,14,33,48,15
3,8,9,69,39.25,32,20,36,30,14,22,37,7
3,2,6,113,38.65,32,16,14,40,41,48,36,10
12,2,9,31,38.65,23,39,32,27,36,28,31,11
3,2,6,12,38.65,26,55,46,18,14,47,36,15
3,2,9,95,38.65,34,52,37,39,47,29,48,5
12,8,9,56,39.25,26,55,46,18,14,33,36,15
12,2,6,85,38.65,18,26,46,55,54,29,48,15
4,2,9,102,38.65,23,39,32,27,14,36,43,11
12,8,9,82,39.25,52,39,14,34,14,14,33,5
3,8,6,34,39.25,39,37,34,52,47,25,14,5
3,8,6,4,39.25,18,46,26,55,14,25,51,15
12,8,9,68,39.25,48,41,32,27,47,25,14,11
3,2,6,15,38.65,54,18,32,55,14,41,44,13
12,2,6,6,38.65,34,52,37,39,14,50,29,5
12,8,6,7,39.25,39,27,23,32,14,50,43,11
12,2,6,23,38.65,26,55,46,18,22,37,50,15
12,8,6,54,39.25,42,45,32,17,47,14,14,1
4,8,6,36,39.25,52,37,14,34,43,14,31,5
3,8,6,99,39.25,39,27,32,23,38,14,41,11
4,8,9,39,39.25,22,52,37,34,25,14,37,5
4,8,9,106,39.25,39,52,34,37,36,48,14,5
3,8,6,1,39.25,32,55,18,54,48,29,14,13
4,8,6,89,39.25,55,18,14,46,21,14,33,15
4,8,9,64,39.25,23,39,32,14,33,14,14,11
12,2,9,68,38.65,32,39,27,23,31,14,14,11
12,2,6,42,38.65,32,16,53,40,22,22,14,10
12,8,6,11,39.25,53,16,40,32,48,43,22,10
3,8,9,113,39.25,54,19,34,49,14,14,37,0
12,8,9,6,39.25,32,20,36,30,33,29,14,7
12,2,6,24,38.65,17,32,45,42,48,29,31,1
12,8,6,22,39.25,16,32,40,53,28,14,51,10
3,2,6,40,38.65,42,32,45,17,14,43,14,1
12,8,9,40,39.25,23,39,32,27,14,14,25,11
3,2,9,87,38.65,23,39,32,27,47,41,38,11
12,8,9,75,39.25,30,32,36,20,35,35,37,7
12,2,9,46,38.65,18,32,55,54,14,21,43,13
3,2,9,42,38.65,18,55,46,14,14,54,54,15
4,2,6,23,38.65,17,45,42,32,14,41,44,1
12,8,6,37,39.25,34,52,37,39,37,54,44,5
12,8,6,71,39.25,46,18,55,14,14,35,35,15
12,2,9,117,38.65,34,49,19,54,41,44,33,0
3,8,6,20,39.25,42,45,50,31,14,22,54,1
4,2,9,103,38.65,32,20,36,30,14,44,48,7
3,8,6,92,39.25,18,55,32,54,36,36,14,13
12,2,6,96,38.65,45,17,32,42,50,47,31,1
12,8,6,91,39.25,18,26,21,46,29,14,14,15
3,8,9,62,39.25,32,20,36,30,51,22,24,7
4,2,6,47,38.65,53,16,40,32,28,31,38,10
12,2,6,51,38.65,46,55,26,18,22,29,48,15
12,8,6,12,39.25,23,39,32,27,38,25,36,11
3,8,9,91,39.25,26,55,46,18,14,14,22,15
12,2,6,104,38.65,30,20,36,32,41,38,50,7
4,8,6,26,39.25,26,55,46,18,21,51,35,15
4,2,6,44,38.65,29,54,34,19,14,14,51,0
12,8,6,34,39.25,34,52,37,39,14,14,33,5
12,8,6,23,39.25,32,45,17,42,24,35,37,1
3,2,6,64,38.65,34,31,37,39,47,14,41,5
12,8,6,96,39.25,23,39,32,27,14,51,28,11
4,8,6,50,39.25,18,55,32,54,44,36,14,13
3,8,9,20,39.25,49,28,19,34,21,37,31,0
3,8,6,110,39.25,53,16,40,32,47,24,50,10
12,8,6,7,39.25,32,20,36,30,14,47,38,7
3,2,6,42,38.65,45,42,32,17,29,14,41,1
4,2,9,93,38.65,52,34,37,39,38,14,14,5
12,2,6,35,38.65,23,39,32,22,14,22,28,11
3,2,6,68,38.65,37,52,39,34,38,37,33,5
3,2,9,80,38.65,52,34,39,37,24,14,51,5
12,8,6,51,39.25,32,53,16,40,33,51,14,10
4,2,6,42,38.65,45,14,14,42,14,22,14,1
12,8,9,91,39.25,26,55,46,18,21,29,44,15
4,8,9,23,39.25,36,32,30,20,47,48,37,7
3,8,9,99,39.25,18,55,32,54,29,25,29,13
12,8,6,74,39.25,54,18,55,32,43,33,37,13
12,8,9,97,39.25,26,55,46,18,33,25,14,15
4,8,9,117,39.25,23,39,32,27,14,14,47,11
4,8,9,37,39.25,46,26,55,18,51,21,25,15
12,8,9,9,39.25,26,55,14,18,14,14,51,15
3,2,6,23,38.65,23,39,32,27,14,50,14,11
3,2,9,17,38.65,18,55,32,54,41,22,43,13
12,2,6,110,38.65,40,32,16,53,25,33,35,10
3,8,6,2,39.25,40,32,16,36,22,14,25,10
3,2,6,61,38.65,36,32,20,30,44,41,47,7
12,2,9,97,38.65,23,39,32,27,14,14,41,11
12,8,9,23,39.25,34,19,54,49,48,14,29,0
3,8,9,81,39.25,32,18,54,55,14,50,25,13
12,2,9,32,38.65,30,36,20,32,28,38,33,7
4,8,6,56,39.25,36,20,14,30,36,31,47,7
3,2,9,110,38.65,23,39,32,14,33,50,41,11
3,8,9,36,39.25,26,55,46,14,14,14,43,15
4,8,9,39,39.25,26,55,14,18,33,54,28,15
12,2,6,79,38.65,36,54,49,19,31,21,14,0
4,2,6,7,38.65,42,17,32,45,31,48,51,1
12,8,9,62,39.25,34,52,37,35,48,33,37,5
4,2,6,1,38.65,16,40,32,53,29,14,21,10
3,2,9,103,38.65,54,19,34,49,47,47,35,0
4,8,6,4,39.25,32,23,39,27,29,14,36,11
12,8,6,76,39.25,26,55,46,18,29,54,35,15
12,2,9,58,38.65,34,52,37,39,47,14,44,5
3,2,6,26,38.65,23,39,32,27,14,22,24,11
12,2,6,17,38.65,42,14,32,17,24,33,14,1
3,2,6,53,38.65,16,32,40,53,14,14,37,10
3,8,6,121,39.25,20,14,36,32,38,22,36,7
3,8,6,37,39.25,55,18,26,46,48,14,48,15
12,8,9,66,39.25,26,55,46,14,36,14,14,15
4,2,9,5,38.65,37,34,52,39,29,22,44,5
12,8,6,82,39.25,42,17,32,45,38,14,25,1
4,2,9,107,38.65,32,18,54,55,24,36,29,13
12,8,9,119,39.25,46,33,18,26,51,37,44,15
12,8,6,1,39.25,53,16,40,32,14,14,33,10
4,2,6,54,38.65,23,39,32,27,38,31,35,11
3,8,6,23,39.25,32,20,36,30,48,47,33,7
12,2,6,90,38.65,32,20,36,30,54,48,33,7
4,2,9,64,38.65,32,39,27,23,44,14,28,11
4,8,9,79,39.25,26,55,46,18,36,37,14,15
4,2,6,94,38.65,26,18,55,46,37,35,24,15
12,2,6,66,38.65,17,45,42,32,28,24,35,1
12,2,9,63,38.65,23,39,51,27,37,44,29,11
4,8,9,36,39.25,23,32,27,39,28,14,38,11
4,8,9,15,39.25,34,19,49,54,54,47,21,0
4,8,6,43,39.25,46,26,18,55,24,14,48,15
12,2,6,39,38.65,23,14,32,39,33,14,33,11
12,8,6,14,39.25,54,32,55,18,31,35,44,13
3,8,6,71,39.25,26,18,55,46,28,51,41,15
3,8,6,101,39.25,32,16,40,53,35,25,14,10
3,2,6,113,38.65,34,14,37,39,33,50,43,5
3,2,6,73,38.65,32,27,39,23,54,31,14,11
3,8,6,84,39.25,55,32,54,18,24,14,35,13
4,8,6,54,39.25,23,43,32,27,29,28,29,11
3,2,9,33,38.65,32,39,22,23,37,43,48,11
12,2,6,82,38.65,49,19,34,54,25,41,35,0
3,8,6,71,39.25,53,16,40,32,38,24,50,10
4,8,6,60,39.25,40,53,32,16,28,37,38,10
3,8,6,10,39.25,26,55,46,18,25,47,24,15
3,2,6,63,38.65,16,53,32,40,14,36,36,10
4,2,9,53,38.65,26,18,24,55,25,14,48,15
3,8,9,32,39.25,30,20,36,14,43,22,54,7
3,2,9,19,38.65,26,55,46,18,14,41,43,15
3,2,9,104,38.65,34,52,37,39,35,33,14,5
12,8,9,35,39.25,23,39,32,27,41,54,31,11
3,8,9,69,39.25,32,20,36,30,14,25,41,7
3,8,9,40,39.25,55,54,32,18,14,44,35,13
4,8,9,111,39.25,32,18,55,54,21,43,21,13
3,2,6,16,38.65,45,17,32,42,35,25,37,1
12,2,9,63,38.65,54,55,32,14,48,14,48,13
4,2,6,46,38.65,49,19,34,14,24,33,14,0
4,8,6,39,39.25,26,55,46,18,14,35,14,15
3,8,6,110,39.25,53,16,40,32,44,25,14,10
4,8,6,12,39.25,34,52,37,39,14,31,41,5
3,2,6,79,38.65,55,18,26,14,51,48,22,15
12,8,9,31,39.25,32,20,30,36,51,37,43,7
3,8,6,119,39.25,37,39,52,34,24,14,14,5
3,8,6,56,39.25,32,20,36,30,35,14,14,7
3,8,9,83,39.25,55,26,18,47,28,14,48,15
3,2,6,38,38.65,48,20,30,32,54,21,31,7
3,8,6,22,39.25,39,34,37,52,14,35,25,5
4,8,6,25,39.25,39,34,52,37,14,14,41,5
12,8,9,34,39.25,52,37,39,34,47,37,21,5
3,8,6,104,39.25,26,55,46,18,54,38,41,15
12,2,6,101,38.65,18,55,32,54,33,21,24,13
12,8,6,17,39.25,54,34,49,19,14,36,25,0
3,8,9,81,39.25,49,19,34,54,48,14,37,0
12,8,6,58,39.25,40,16,32,53,14,33,28,10
4,2,6,93,38.65,32,39,23,27,22,47,47,11
3,8,6,56,39.25,34,52,39,37,38,36,48,5
12,8,9,25,39.25,34,52,37,39,24,31,33,5
3,2,9,58,38.65,49,54,34,29,48,24,29,0
12,8,6,29,39.25,32,16,40,53,44,43,54,10
12,8,6,97,39.25,53,16,40,32,14,48,51,10
4,8,6,116,39.25,32,20,36,30,44,22,50,7
4,2,9,24,38.65,23,14,39,27,43,14,38,11
4,2,9,9,38.65,34,19,49,54,25,25,50,0
4,8,6,25,39.25,23,39,32,27,22,44,14,11
12,8,6,24,39.25,45,17,42,32,31,14,37,1
12,2,9,33,38.65,27,39,32,23,28,24,51,11
3,8,9,92,39.25,49,19,34,54,14,14,21,0
4,2,9,114,38.65,18,55,32,54,28,14,41,13
12,2,6,50,38.65,55,18,32,47,22,41,35,13
3,8,6,122,39.25,16,40,32,53,38,43,38,10
3,8,9,63,39.25,26,55,46,18,36,22,43,15
12,8,9,56,39.25,19,54,49,34,14,25,14,0
3,8,9,35,39.25,23,32,27,14,47,51,35,11
3,8,6,44,39.25,32,17,42,45,14,31,44,1
3,8,6,16,39.25,49,43,34,14,28,51,14,0
4,2,6,118,38.65,17,45,42,32,38,37,31,1
12,8,9,86,39.25,52,37,39,34,29,25,51,5
3,8,6,81,39.25,37,52,37,39,36,28,50,5
3,8,6,91,39.25,18,14,32,54,54,54,31,13
3,2,6,47,38.65,26,46,55,18,29,14,14,15
12,8,6,114,39.25,49,19,34,54,31,36,24,0
12,2,6,80,38.65,34,52,37,39,37,14,47,5
4,2,6,13,38.65,19,54,34,25,31,38,33,0
12,8,6,20,39.25,49,19,34,54,24,14,36,0
3,8,6,83,39.25,55,54,32,18,35,36,47,13
3,8,9,111,39.25,23,39,14,27,14,50,37,11
3,8,6,92,39.25,23,39,32,27,14,50,14,11
3,2,9,59,38.65,19,54,14,34,24,14,54,0
4,2,6,52,38.65,32,20,36,30,50,50,14,7
12,2,6,71,38.65,42,32,45,17,35,35,24,1
3,2,6,53,38.65,51,55,46,18,14,14,47,15
4,2,6,11,38.65,19,34,14,54,48,43,50,0
12,2,6,79,38.65,45,17,32,42,31,50,48,1
4,2,6,41,38.65,18,55,26,46,14,38,31,15
12,8,6,54,39.25,23,39,32,27,21,22,43,11
4,2,6,57,38.65,54,18,14,55,14,43,38,13
4,2,9,34,38.65,34,52,37,39,48,14,24,5
12,8,6,8,39.25,32,48,53,16,47,28,21,10
3,2,6,5,38.65,32,27,39,23,14,33,48,11
3,2,9,101,38.65,46,18,55,26,14,44,24,15
12,8,6,47,39.25,36,32,30,20,54,22,51,7
3,2,9,68,38.65,30,36,20,32,38,14,54,7
3,2,9,34,38.65,26,18,46,41,47,21,14,15
3,8,6,8,39.25,37,39,34,52,36,14,22,5
3,2,6,100,38.65,17,45,42,32,14,54,22,1
4,2,6,5,38.65,51,18,54,32,38,41,41,13
4,2,6,60,38.65,27,39,23,36,14,48,14,11
3,8,9,50,39.25,49,19,34,54,38,14,44,0
4,8,6,110,39.25,46,14,18,26,21,28,14,15
3,8,6,45,39.25,55,46,26,18,35,25,21,15
4,2,9,80,38.65,32,20,36,30,37,37,37,7
4,8,6,69,39.25,34,52,37,39,47,14,14,5
3,2,9,119,38.65,39,37,34,52,14,35,33,5
12,8,9,16,39.25,30,36,44,20,14,38,14,7
4,8,6,1,39.25,30,20,32,36,50,14,43,7
4,8,6,25,39.25,18,55,32,54,44,28,48,13
12,2,9,53,38.65,34,49,54,19,35,38,14,0
4,8,9,57,39.25,34,37,39,52,28,21,54,5
4,8,6,31,39.25,32,45,42,17,24,41,29,1
4,8,6,18,39.25,23,14,32,27,25,41,50,11
3,2,6,86,38.65,18,55,32,54,47,50,22,13
3,2,6,83,38.65,18,55,26,46,43,14,14,15
12,2,9,103,38.65,39,23,27,32,47,22,21,11
4,8,6,19,39.25,26,14,18,46,14,43,24,15
3,8,6,57,39.25,32,20,36,30,50,14,14,7
12,8,6,16,39.25,23,27,39,32,14,14,29,11
4,2,9,93,38.65,32,30,36,20,47,14,43,7
12,2,6,91,38.65,53,14,32,16,44,14,24,10
12,8,6,100,39.25,26,37,55,46,24,14,28,15
4,2,9,85,38.65,39,35,52,37,41,14,33,5
4,2,6,86,38.65,53,40,32,16,28,14,14,10
4,2,9,24,38.65,26,55,46,18,14,48,14,15
4,2,6,33,38.65,39,32,23,27,50,14,31,11
3,8,6,118,39.25,34,52,37,14,14,47,29,5
4,8,9,100,39.25,18,55,32,54,38,37,37,13
12,2,9,85,38.65,32,39,38,27,44,14,14,11
12,2,9,46,38.65,37,39,14,52,35,14,14,5
12,8,6,84,39.25,30,36,20,32,14,51,47,7
12,8,6,3,39.25,32,17,45,42,14,48,36,1
12,2,6,13,38.65,17,54,42,32,51,29,41,1
3,2,6,66,38.65,17,45,42,32,14,43,14,1
4,8,6,1,39.25,26,55,46,18,14,35,48,15
4,8,9,20,39.25,39,52,34,37,14,54,29,5
4,8,6,38,39.25,45,17,32,42,44,14,51,1
12,8,9,112,39.25,49,34,19,54,54,43,41,0
3,8,6,8,39.25,34,49,19,54,48,47,51,0
3,2,9,107,38.65,32,20,36,30,36,48,33,7
12,2,9,117,38.65,23,39,32,27,31,14,14,11
3,2,6,68,38.65,17,45,42,32,14,14,24,1
4,8,6,92,39.25,32,20,36,30,14,33,14,7
3,2,6,1,38.65,26,55,46,18,41,14,38,15
3,8,9,18,39.25,18,55,26,46,25,14,28,15
4,8,6,103,39.25,52,39,37,34,14,21,36,5
4,2,6,28,38.65,34,14,49,54,29,14,28,0
12,8,9,27,39.25,32,23,39,27,36,51,51,11
3,8,9,38,39.25,18,55,26,46,47,44,14,15
3,8,6,45,39.25,26,55,46,18,54,14,47,15
12,2,6,82,38.65,17,45,28,32,31,25,33,1
3,2,9,99,38.65,23,39,32,27,31,14,47,11
4,2,6,52,38.65,32,55,18,54,24,14,28,13
4,8,6,19,39.25,53,40,32,16,33,41,35,10
3,2,6,86,38.65,17,45,42,32,14,22,33,1
12,2,6,34,38.65,54,14,34,49,14,43,14,0
3,2,9,31,38.65,46,55,18,26,14,14,25,15
4,2,9,117,38.65,32,18,55,14,48,25,14,13
3,2,6,42,38.65,20,30,36,32,14,35,14,7
3,8,9,47,39.25,52,34,39,37,14,54,14,5
3,8,6,65,39.25,54,55,32,18,25,21,14,13
3,8,6,30,39.25,30,32,20,36,38,14,36,7
12,2,9,47,38.65,32,20,30,36,14,37,41,7
12,8,9,101,39.25,34,14,52,37,14,54,37,5
4,2,6,76,38.65,23,39,32,14,14,25,28,11
3,2,9,117,38.65,49,19,34,54,14,29,14,0
4,2,6,126,38.65,20,32,30,36,14,50,29,7
12,8,6,45,39.25,30,36,32,20,31,33,14,7
12,2,9,37,38.65,32,14,39,23,14,47,28,11
3,2,9,10,38.65,34,52,37,39,31,14,47,5
3,8,6,71,39.25,42,14,32,45,31,14,14,1
3,2,9,68,38.65,32,20,36,30,14,28,37,7
4,8,6,19,39.25,53,32,16,40,14,14,21,10
12,2,6,43,38.65,17,32,42,45,44,48,24,1
12,8,6,20,39.25,49,19,34,54,22,51,37,0
4,8,6,108,39.25,17,45,42,32,31,29,51,1
12,2,6,92,38.65,26,55,14,18,51,24,14,15
12,8,6,89,39.25,53,16,40,32,48,50,38,10
4,2,9,108,38.65,18,55,32,54,21,36,14,13
3,8,6,111,39.25,17,45,31,32,47,38,31,1
4,8,9,49,39.25,55,32,54,18,14,14,22,13
3,8,6,102,39.25,32,16,53,40,24,47,25,10
4,2,9,9,38.65,47,20,36,30,22,50,21,7
4,8,6,63,39.25,32,42,45,17,29,37,50,1
3,8,6,34,39.25,32,55,54,18,47,54,54,13
3,8,9,45,39.25,23,39,27,32,41,24,43,11
3,2,6,21,38.65,45,32,17,42,22,24,48,1
12,8,9,99,39.25,32,20,36,30,41,14,14,7
3,2,9,47,38.65,32,36,14,30,47,14,48,7
12,2,9,118,38.65,46,26,55,18,47,14,28,15
4,2,9,114,38.65,23,14,28,27,14,50,29,11
3,2,6,49,38.65,18,26,46,55,14,29,35,15
4,2,9,36,38.65,54,18,55,32,51,22,38,13
12,8,6,5,39.25,26,55,46,18,14,29,21,15
3,2,9,57,38.65,39,52,37,34,37,21,41,5
3,8,6,69,39.25,42,45,17,32,41,38,22,1
4,8,9,59,39.25,19,34,49,54,14,48,37,0
12,8,6,66,39.25,53,16,40,32,33,14,48,10
4,8,6,118,39.25,26,14,46,18,36,28,14,15
12,8,6,9,39.25,39,34,37,52,35,35,14,5
4,8,6,99,39.25,32,39,43,14,14,43,25,11
3,2,6,76,38.65,17,42,45,32,48,14,14,1
12,2,9,72,38.65,32,25,36,30,14,21,22,7
3,2,9,40,38.65,20,30,32,36,22,14,29,7
4,8,6,61,39.25,27,39,23,32,14,14,29,11
3,2,6,68,38.65,40,16,32,53,43,31,14,10
3,8,9,8,39.25,23,39,32,27,14,36,14,11
4,2,6,114,38.65,32,36,20,30,33,31,21,7
3,2,9,38,38.65,18,55,32,54,44,47,38,13
3,8,9,91,39.25,32,20,30,36,29,22,35,7
4,8,6,106,39.25,17,28,42,32,14,14,22,1
3,2,6,53,38.65,55,44,46,26,48,38,43,15
4,2,6,14,38.65,40,53,16,32,38,28,24,10
12,8,6,24,39.25,18,54,32,55,43,14,54,13
12,2,9,92,38.65,46,26,55,14,50,21,35,15
12,8,9,103,39.25,19,34,54,48,51,29,33,0
3,8,6,95,39.25,32,39,23,27,44,14,29,11
3,2,6,55,38.65,39,52,37,34,14,44,44,5
12,2,6,94,38.65,17,32,42,45,21,25,14,1
3,8,9,6,39.25,26,55,46,18,14,33,14,15
4,2,6,116,38.65,17,45,42,32,43,14,37,1
3,8,9,35,39.25,54,49,14,19,48,48,51,0
12,8,6,76,39.25,32,14,40,53,43,14,14,10
12,2,9,86,38.65,30,36,20,32,54,25,25,7
3,8,9,106,39.25,32,20,36,30,44,14,21,7
3,2,9,40,38.65,34,52,37,14,36,29,50,5
3,2,6,16,38.65,34,41,49,19,43,25,54,0
12,2,6,116,38.65,42,45,32,17,41,21,14,1
3,8,9,73,39.25,49,19,34,54,14,31,14,0
3,8,6,106,39.25,39,32,27,23,47,43,37,11
12,8,6,44,39.25,34,52,37,39,14,48,33,5
3,2,6,5,38.65,32,14,18,54,25,14,31,13
4,8,6,68,39.25,53,40,32,16,14,24,22,10
4,8,9,116,39.25,55,46,26,18,22,36,25,15
12,2,6,43,38.65,34,52,37,39,25,14,25,5
3,2,6,102,38.65,18,55,32,54,14,36,22,13
12,2,6,58,38.65,34,52,37,39,14,24,28,5
3,8,9,23,39.25,54,55,18,32,28,51,25,13
3,8,6,79,39.25,26,55,46,18,38,36,54,15
4,8,6,54,39.25,27,23,39,32,41,21,25,11
3,2,6,18,38.65,24,55,46,18,14,47,54,15
12,2,9,76,38.65,23,39,47,27,14,43,35,11
12,8,6,92,39.25,45,17,32,42,43,24,14,1
3,8,9,101,39.25,23,39,32,27,14,14,21,11
12,8,6,94,39.25,53,44,40,32,44,38,14,10
4,2,9,96,38.65,23,32,39,51,28,47,31,11
3,2,9,54,38.65,34,52,37,39,35,14,21,5
12,2,6,67,38.65,17,32,42,45,41,43,38,1
4,8,6,65,39.25,17,45,42,32,22,31,22,1
3,8,6,59,39.25,53,16,40,32,51,14,25,10
